NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
384	cook (intr, trans)@	1100	COOK (SOMETHING)
385	cooked	269	COOKED
386	copal tree		
387	copulate, have sex with	549	COPULATE
388	copulate, have sex with, mate		
389	corn	506	MAIZE
390	corn drink, corn chicha		
391	corn drink@		
392	corral, pen (v.)		
393	cotton	1850	COTTON
394	cough (intr.)	879	COUGH
395	cough (n.)	3913	COUGH (ACT OF COUGHING)
396	cough(intr)	879	COUGH
397	cousin (female)	3823	FEMALE COUSIN
398	cousin (male)	3822	MALE COUSIN
399	cousin (male) MBS, male or female ego		
400	cousin (male), female ego		
401	cover (trans)	761	COVER
402	crack (n.)		
403	crack, cracked		
404	cricket	2354	CRICKET
405	cricket sp.	2354	CRICKET
406	crock (earthenware)		
407	crock (earthenware) for making chicha or masato		
408	crock (earthenware) for making manioc beer		
409	cross, go across	1367	CROSS
409	cross, go across	574	TRANSIT
410	cross-eyed		
411	cry (intr)	1839	CRY
412	cry, call (for example, rooster cry) (n. and v.)		
413	cultivate (trans)	1541	CULTIVATE
414	cup	476	CUP
415	cup (for drinking manioc beer or wine)		
416	cure by sucking		
417	cure, medicine	1372	MEDICINE
418	current	2935	CURRENT (STREAM)
419	curse	8	CURSE
420	cut	1432	CUT
421	cut (adj)		
422	cut (with intrument)		
423	cut (without an instrument)		
424	cut hair, fur		
425	cut in half, without the use of force. for example: the hand, a cloth, hair, bread		
426	cut with scissors	2155	CUT (WITH SCISSORS)
427	cut, chop		
428	cut, chop into large pieces. For example, chop firewood		
429	cut, cut down, fell tree (trans)		
430	cutbank, cliff, bluff		
431	cyst		
432	dam made of wood		
433	dance (intr)	1879	DANCE
435	dance (n.)	3472	DANCE (MOVEMENT)
436	dance (v.)	1879	DANCE
437	dark	706	DARK
438	dark@	706	DARK
439	daughter	1357	DAUGHTER
440	daughter, female ego	3930	DAUGHTER (OF WOMAN)
441	daughter, male ego	3778	DAUGHTER (OF MALE EGO)
442	daughter-in-law	1057	DAUGHTER-IN-LAW
443	daughter-in-law, SW or GSW, female ego	2264	DAUGHTER-IN-LAW (OF WOMAN)
444	daughter-in-law; SW or  BSW, male ego	2265	DAUGHTER-IN-LAW (OF MAN)
445	dawn	729	DAWN
446	dawn, early in the morning	729	DAWN
447	day	1260	DAY (24 HOURS)
448	deaf	996	DEAF
449	death (n)	910	DEATH
450	decrease in volume	2864	DECREASE
451	deep	1593	DEEP
452	deer	1936	DEER
453	deer, generic	1936	DEER
454	defecate (intr)	676	SHIT (DEFECATE)
455	defoliate, pick leaves		
456	demon	1973	DEMON
457	demon, devil		
458	den, for animals	2949	LAIR
459	desire	2117	DESIRE
460	destroy	681	DESTROY
461	destroy, ruin	681	DESTROY
462	dexterous, skilled		
463	die (intr)	1494	DIE
464	different	2504	DIFFERENT
465	dig (intrans)	1418	DIG
466	dig (trans)	1418	DIG
467	digging stick	339	DIGGING STICK
468	digging stick, hoe		
469	diminutive suffix; small		
470	dirt	25	DIRT
471	dirtiness, filth		
472	dirty	1230	DIRTY
473	dirty@	1230	DIRTY
474	disappear (intr)	485	DISAPPEAR
475	disarm (lasso, etc.)		
476	disarrange		
477	discuss, converse		
478	disembark		
479	disgusting, gross	2507	DISGUSTING
480	distant relative		
481	distant relative (female), male ego		
482	ditch of water		
483	dive	119	DIVE
484	dive into water	119	DIVE
485	divide, separate	1119	DIVIDE
486	do (trans)	813	DO
487	do habitually, get used to		
488	do with		
489	dock (V trans, intr)		
490	dock in a port		
491	dock to port, arrive by water		
492	dog	2009	DOG
493	domestic mouse, rat sp.		
494	domesticated animal, pet	3780	PET
495	door	1567	DOOR
496	drag	2030	DRAG
497	drag a heavy object		
498	drag, pull	2030	DRAG
499	drain, drip (liquids)		
500	drink (intr, trans)	1401	DRINK
501	drink alcohol		
502	drip (intr)	2253	DRIP (EMIT LIQUID)
503	drip (intr.)	2253	DRIP (EMIT LIQUID)
504	drip (n.)		
505	drown (intr)	1904	DROWN
506	drunk	1463	DRUNK
507	dry	1398	DRY
507	dry	1786	DRY UP
508	dry (food) (trans)		
509	dry (intr)	1786	DRY UP
510	dry (intr, trans)	2015	MAKE DRY
511	dry (river, lake) (intr, trans)		
512	dry (trans)	2015	MAKE DRY
513	dry cook/dry steam something between steaming and roasting, where the women use a 'drying pot' (clay vase). For example, to cook tamales, they are wrapped and put into the pot with a little bit of water. Then the pot is put on top of the coals and the tamales cook slowly in their own steam.		
514	dry season, summer	452	DRY SEASON
515	dry, hardened		
516	dry, strike, knock everything down		
517	drying pot, clay pot in the shape of a vase used for dry steaming food		
518	dust	2	DUST
519	dye with achiote		
520	dyes made from colored clay/earth. used to decorate pottery		
521	ear	1247	EAR
522	ear (inside)		
523	ear (outside part)		
524	earthworm	2350	EARTHWORM
525	eat (intr)	1336	EAT
526	eat (intr, trans)	1336	EAT
527	edge of an object		
528	edge, fringe	2989	FRINGE
529	egg	744	EGG
530	elbow	981	ELBOW
531	elbow, lit. the seat of the arm	981	ELBOW
532	embers	67	EMBERS
533	embrace, hug (trans)	928	EMBRACE
534	emerge	1076	EMERGE (APPEAR)
535	emit noise, sound	2879	SOUND (OF INSTRUMENT OR VOICE)
536	emit smoke or steam	2859	SMOKE (EMIT SMOKE)
537	empty shell		
538	enclosure, yard, fenced-in area	736	YARD
539	end, conclusion		
540	endure	833	ENDURE
541	enemy	1358	ENEMY
542	enjoy		
543	enter (intr)	749	ENTER
544	entrance		
545	escape (intr)	1615	ESCAPE
546	esophagus		
547	even now		
548	every day, always		
549	evil	45	EVIL
550	evil snake spirit		
551	evil spirit, demon		
552	excrement	675	FAECES (EXCREMENT)
553	excrement, feces	675	FAECES (EXCREMENT)
554	exist	1579	BE
555	extend, stretch out (bow		
556	exterior		
557	eye	1248	EYE
558	eye, eyes	1248	EYE
559	eyeball, lit. what is inside the eye	3807	EYEBALL
560	eyebrow	1173	EYEBROW
561	eyebrow, lit. hair of eye	1173	EYEBROW
562	face	1560	FACE
563	faint	3616	FAINT (PASS OUT)
564	faint (n)		
565	fall (what is at rest)	1276	AUTUMN
566	fall down, scatter	2894	TUMBLE (FALL DOWN)
566	fall down, scatter	1280	FALL
567	fall from a height (intr)		
568	fall into water		
569	fall over, fall down (intr)	1280	FALL
570	fall over, fall down, fall to the side (intr)	1280	FALL
571	family (male or female ego)	194	FAMILY
572	fan	1971	FAN (OBJECT)
573	far	1406	FAR
574	far (something visible)	1406	FAR
575	farming, agriculture		
576	fast	1631	FAST
577	fat	1279	FAT (OBESE)
578	fat (lard)	1282	FAT (FROM ANIMALS)
579	father	1217	FATHER
580	father (religious)	852	PRIEST
581	father, mother of one's godchild		
582	father-in-law	1055	FATHER-IN-LAW
583	father-in-law, female ego	2254	FATHER-IN-LAW (OF WOMAN)
584	father-in-law, male ego	2255	FATHER-IN-LAW (OF MAN)
585	fear (n.), be scared (v.)		
586	fear, be scared	1419	FEAR (BE AFRAID)
587	feather	1201	FEATHER
588	feather from a wing		
589	feces, excrement	675	FAECES (EXCREMENT)
590	feed, offer food (trans)	739	FEED
591	feed, offer food (trans)@	739	FEED
592	feel guilty		
593	feel, perceive	2572	SENSE (PERCEIVE BY SENSES)
594	fellow community member (male), female ego		
595	fellow man		
596	female	1551	FEMALE
597	female cousin, male ego		
598	fence (for defense)	1690	FENCE
599	fever	1534	FEVER
600	feverish		
601	few (a little)	1242	FEW
602	fiber, thread	1161	THREAD
603	fibrous		
604	field mouse, rat sp.		
605	field, meadow, savannah		
606	fight (n)	3880	FIGHT (COMBAT)
607	fight (trans)	1423	FIGHT
608	fight against each other		
609	fight, battle (n)	3880	FIGHT (COMBAT)
610	fill (trans)	2006	FILL
611	fin (of a fish)	213	FIN
612	find	719	FIND
613	find, come across	719	FIND
614	finger	1303	FINGER
615	finger, lit. points of the hand	1303	FINGER
616	finger, lit. son of the hand	1303	FINGER
617	fingernail	1258	FINGERNAIL
618	finish (trans)	1766	FINISH
619	finish (trans), end	1766	FINISH
620	finished		
621	finished, done		
622	fire	221	FIRE
623	firefly	206	FIREFLY
624	firefly sp., Photinus pyralis		
625	firefly@	206	FIREFLY
626	firewood	10	FIREWOOD
627	first	728	FIRST
628	first time		
629	fish	227	FISH
630	fish (trans)	2638	FISHING
631	fish hook	1074	FISHHOOK
632	fish poison	348	FISH POISON
633	fish poison, Lonchocarpus utilis		
634	fish scales	227	FISH
635	fish sp.		
636	fish sp. catfish sp. Microglanish poecilus		
637	fish sp., cichlid sp.		
638	fish sp., sorubim sp., Pseudoplatystoma fasciatum		
639	fish sp., speckled catfish		
640	fish sp., trahira		
641	fish sp., tucunare sp., Cichla monoculus		
642	fish with fish poison		
643	fish with fishing net	2639	FISHING (WITH A NET)
644	fish with hook (trans)	2796	FISHING (WITH A HOOK)
645	fish with net (trans)	2639	FISHING (WITH A NET)
646	fish@	227	FISH
647	fishbone	3799	FISHBONE
648	fishing net	388	FISHNET
649	fishing net sp.	388	FISHNET
650	five	493	FIVE
651	five (my hand)	493	FIVE
652	fix	3074	FIX
653	flame (v.), shine (as in giving off light)		
654	flame (v.), shine, bright (as in giving off light)		
655	flat	1633	FLAT
656	flat, extended horizontally	1633	FLAT
657	flea	232	FLEA
658	flexible but strong		
659	float	1574	FLOAT
660	flood (intr, trans)		
661	floor made from palm trunks		
662	flour/manioc flour	324	MANIOC FLOUR
663	flow	2003	FLOW
664	flow, run off (liquids)	2003	FLOW
665	flower	239	FLOWER
666	flower@	239	FLOWER
667	flute	777	FLUTE
668	fly	1504	FLY (INSECT)
669	fly (intr)	1441	FLY (MOVE THROUGH AIR)
670	fly sp.		
671	fly, generic		
672	fog	249	FOG
673	follow (trans)	1085	FOLLOW
674	follow the trail of (coming)		
675	follow the trail of (going)		
676	food	256	FOOD
677	foot	1301	FOOT
678	foot (moving)		
679	forearm	446	LOWER ARM
680	forest (jungle)	420	FOREST
681	forest (jungle), wilderness		
682	forever, always		
683	forget (trans)	1523	FORGET
684	four	1500	FOUR
685	four times		
686	frame (for building)		
687	fresh	243	FRESH
688	friend	1325	FRIEND
689	friend, companion	1325	FRIEND
690	friend@	1325	FRIEND
691	frog sp., Hyla punctata		
692	frog sp., Leptodactylus pentadactylus		
693	frog, toad		
694	frog, toad sp.		
695	frog, toad sp., demon frog		
696	frog, toad sp., Pipa pipa		
697	frog, toad, generic		
698	fruit	1507	FRUIT
699	fruit (from the stem of)		
700	fruit, generic	1507	FRUIT
701	fry (trans)	991	FRY
702	fugitive, person who escapes		???
703	fulfill, accomplish	1112	SUCCEED
704	full	1429	FULL
705	full mouth		
706	fur	580	FUR
707	further on, beyond		
708	game, party		
709	gap, empty spot	2948	GAP (DISTANCE)
710	garbage	909	GARBAGE
711	garbage@	909	GARBAGE
712	gather firewood		
713	gather, harvest (trans)		
714	gather, pick (breaking the stem)		
715	get close (near/nearby) to someone or something slowly		
716	get confused		
717	get dressed	814	DRESS UP
718	get dressed (intr)	814	DRESS UP
719	get dressed (intr)@	814	DRESS UP
720	get late (the day)		
721	get sick	2327	BECOME SICK
722	get used to (trans)		
723	giant anteater, Myrmecophaga tridáctyla		
724	gift	2982	GIFT
725	girl, female child	1646	GIRL
726	give (ditr)	1447	GIVE
727	give away	196	DONATE
728	give birth to (trans)	1195	GIVE BIRTH
729	give flower		
730	gland		
731	glutton	533	GLUTTON
732	gnaw, nibble, bite		
733	go	695	GO
734	go (IMP)		
735	go down	2014	GO DOWN (DESCEND)
736	go down (intr)	2014	GO DOWN (DESCEND)
737	go down (the tide)		
738	go downriver (intr)		
739	go upriver (intr)		
740	god	1944	GOD
741	god of thunder and lightning		
742	godchild (godson or daughter), female ego		
743	godfather		
744	godmother		
745	good	1035	GOOD
746	good@	1035	GOOD
747	gourd	411	GOURD
748	gourd vessel		
749	gourd, pumpkin, squash		
750	gourd, pumpkin, squash sp.		
751	grab (trans)		
752	grandchild	1618	GRANDSON
753	grandchild, female ego	3782	GRANDCHILD (OF FEMALE EGO)
754	grandchild, male ego	1618	GRANDSON
#>>>			
755	grandfather	1383	GRANDFATHER
756	grandmother	1496	GRANDMOTHER
757	grandson		
758	grass	606	GRASS
759	grass sp.	606	GRASS
760	grasshopper	607	GRASSHOPPER
761	grate	3114	GRATE (SOMETHING)
762	grave sickness, disease	1986	DISEASE
763	green	1425	GREEN
764	green, grue	2382	BLUE OR GREEN
765	grill	1962	ROAST (SOMETHING)
766	grill, barbeque	1962	ROAST (SOMETHING)
767	grill, barbeque (n)		
768	grill, barbeque@	1962	ROAST (SOMETHING)
769	grind (trans)	1033	GRIND
770	grindstone, stone for sharpening	2459	GRINDSTONE
771	groan (n.)		
772	groan (v.)	716	GROAN
773	groin		
774	group		
775	group, multitude	538	MULTITUDE
776	grow (intr, trans)	479	GROW
777	grow (intr, trans) (only people)	552	GROW UP
778	grow big (intr)		
779	grow, fill (for example water at it's source)		
780	grue		
781	guard (n)	1940	GUARD
782	guide, protector		
783	guinea pig (?)	3718	GUINEA PIG
784	gull	950	SEAGULL
785	gulp, mouthful		
786	haber		
787	hair	1040	HAIR
788	hair (on head)	2648	HAIR (HEAD)
789	hammock	2019	HAMMOCK
790	hand	1277	HAND
791	handle	1254	HANDLE
792	handle (of an instrument)	1254	HANDLE
793	handle (of vase, etc.)	1254	HANDLE
794	happy	1495	HAPPY
795	happy, joy		
796	hard	584	DIFFICULT
797	hard (but flexible)		
798	hard (rigid, dense)		
799	hard, tough		
800	harden		
801	harpoon (trans)		
802	hate	1607	HATE
803	hate, detest	1607	HATE
804	have (trans)	773	HAVE
805	have a beard, moustache, facial hair		
806	have a hole, be hollow		
807	have a lover or spouse hidden		
808	have a party		
809	have a wake, hold a vigil, mourn		
810	have a wife, be married, male ego		
811	have alliance		
812	have flower		
813	have friendship		
814	have holes		
815	have the flu		
816	head	1256	HEAD
817	head of a river, stream, ravine		
818	headwaters, beginning of river	2672	HEADWATERS
819	heal (intr)	499	CURE
820	heal (intr, trans)	499	CURE
821	heal (trans)	499	CURE
822	healthy	1364	HEALTHY
823	heap of dust, trash		
824	heap, pile up, stack, accumulate		
825	heap, pile, stack		
826	hear (trans)	1408	HEAR
827	heart	1223	HEART
828	heat	612	HEAT
829	heavy	1210	HEAVY
830	heavy, weight		
831	heel	980	HEEL
832	height, high/tall place		
833	help (trans)	1897	HELP
834	help to give birt		
835	hide (intr, trans)	2486	HIDE
836	high up (adv.)		
